Sentence,Sentiment
A empresa dinamarquesa Flsmidth reconheceu que violou uma patente mantida pela Finland Metso.,negative
"A emissão de ações, derrogando do direito preventivo dos acionistas e compreendendo cerca de seis milhões de novas ações a preço de mercado, será oferecida para assinatura por acionistas, detentores de notas de capital e por clientes profissionais.",neutral
"Tielinja gerou vendas líquidas de 7,5 mln euros $ 9,6 mln em 2005.",neutral
"KARACHI, 14 de setembro - IXONOS, líder mundial no desenvolvimento e integração de soluções para dispositivos portáteis, anunciou que está implementando uma solução de interface de usuário móvel na tela de toque para o processador Intel Atom Z6xx.",neutral
"`` O Neste Oil está trabalhando com mais de 20 comunidades de pesquisa na Europa, América, África, Ásia e Austrália para desenvolver e introduzir novas matérias -primas.",positive
"O novo acordo, que expande uma cooperação estabelecida há muito tempo entre as empresas, envolve a transferência de certas funções de engenharia e documentação de Larox para Etteplan.",positive
Não é .,neutral
"Levou cerca de $ endp por muito tempo, usando o VWAP como guia",positive
"Apesar do crescimento das vendas, a Tesco do Reino Unido adverte a recuperação para ser esburacada",neutral
"Na Finlândia, a Componente da Companhia do Setor Metal está demitindo temporariamente a equipe de sua fábrica de Pori de Natal de 2008 até 6 de janeiro de 2009.",neutral
"No Oriente Médio e Norte da África, Tecnotree cresceu consideravelmente nos últimos anos.",positive
"Tanto o lucro operacional quanto as vendas líquidas para o período de seis meses aumentaram, respectivamente, de 18,1 m e eur127 m, em comparação com o período correspondente em 2006.",positive
"A seguradora AXA (PAR: CS) deslizou 5,35 %, para 14,15 euros, depois que o Citigroup e o ing reduziu seus alvos no estoque.",neutral
"Os valores do pedido em EUR 6,9 MN e consistem em serviços de design e licenças de hardware e software.",neutral
A Scanfil também emitiu um aviso de lucro.,negative
"Um porta -voz disse: `` The Food Store Center, sujeito ao conselho e apoio local, pode incluir uma loja de supermercados ou menores e outros nichos de nicho, e isso será firmado após a consulta com o conselho e a comunidade local sobre usos e ocupantes apropriados.''",neutral
O vínculo tem um valor de euros e150m e uma maturidade de 4 anos.,neutral
MillerCoors Board Nomes Gavin Hattersley CEO interino,neutral
A Airbus tentará evacuar até 873 pessoas em 90 segundos.,neutral
O lucro operacional subjacente do primeiro trimestre aumentou para 41 mln euros a partir de 33 mln no ano anterior.,positive
"O EPS para o trimestre foi de 0,00 euros, em comparação com o EUR0,01 no terceiro trimestre de 2008, representando um grupo líquido de vendas no terceiro trimestre foi de 15,3 m, um aumento de 2,8 % em comparação com o EUR14,9 m noTerceiro trimestre de 2008.",positive
O lucro da concha holandesa real aumenta;dividendo 4%,positive
"Enquanto isso, a Electrowatt-Ekono Philippines, Inc. também recebeu um contrato de operação e manutenção de três anos (O&M) da FR Cement Corporation.",positive
O contrato inclui serviços de manutenção e suporte de aplicativos.,neutral
`` A Nokia está apenas interessado em trazer a Nokia ao mercado.'',neutral
"A Affeto espera que suas vendas líquidas para todo o 2010 aumentem em relação ao nível de 2009, quando atingiram 103 milhões de euros.",positive
"O relatório perfina 158 empresas, incluindo muitos players -chave e nicho, incluindo grandes fabricantes de não -wovens, como a Ahlstrom Corporation, a Asahi Kasei Corporation, Buckeye Technologies, Inc., EI.",neutral
As demissões afetarão 240 pessoas do total de 320 funcionários da Okmetic na Finlândia.,negative
`` A aquisição da Elektros Pavara completa a estratégia de expansão de mercado de Kone nos países bálticos.,positive
"18 de maio de 2010 - O produtor de eletrônicos finlandês Elcoteq SE Hel: Elqav disse hoje que assinou um extenso acordo de cooperação sobre serviços de industrialização, fabricação, distribuição e pós -mercado para telefones celulares com o Sharp Tyo do Japão: 6753.",positive
Morrisons Reserve o segundo trimestre consecutivo de crescimento de vendas,positive
"Marimekko hoje (20 de novembro) assinou um contrato de licença com a cadeia sueca, pela qual a Marimekko licenciará alguns de seus padrões populares das décadas de 1950, 1960 e 1970 para H&M.",positive
"Isso foi rápido, fora $ fio 21.35, tanque de mercado, escalando longos agora",negative
"O anúncio elevou a Feenet que caiu 6,3 %, ou EUR0,71, no comércio de Frankfurt para EUR10 .65, quando os investidores desistiram da Hope United Internet AG e Drillisch seguiriam sua própria aquisição e separação da Freenet.",negative
"O desenvolvedor de software de telecomunicações finlandesas, Tecnomen Oyj, disse em 5 de dezembro de 2006 que ganhou uma ordem de US $ 3,3 mln (2,5 mln euro) para fornecer uma expansão dos sistemas de carregamento e mensagens para as redes móveis e fixas da Brasil Telecom.",positive
Empresas Vendas da Unilever levantadas por sorvete em economia suave,positive
O EPS caiu para EUR0 .2 a partir de EUR0 .3.,negative
@saltwaternurse $ ino pode testar 10 novamente nos próximos dias.Hora de obter alguns lucros aqui.ou se hedge com puts.,negative
Nenhuma informação financeira foi fornecida.,neutral
"EasyJet atrai mais passageiros em junho, mas ainda fica Ryanair",positive
Agenda da manhã: o acordo de Shire para NPS,positive
"A Metso fornecerá o equipamento para duas linhas de processo no novo projeto de minério de ferro Kaunisvaara da Northland Resources, na Suécia, que explora os depósitos de minério de ferro de Tapuli e Sahavaara.",positive
"De acordo com este Contrato, a Biohit se torna um fornecedor de foco de pipetas e dicas descartáveis ​​de pipelas para os clientes da VWR em toda a Europa.",positive
"A estimativa anterior da empresa foi para uma receita menor do que os 93,9 milhões de euros do ano anterior.",neutral
"O lucro por ação (EPS) caiu para 0,21 de EUR de 0,31.",negative
"Os lances ou ofertas incluem pelo menos 1.000 ações e o valor das ações deve corresponder a pelo menos EUR4, 000.",neutral
"Os ganhos por ação (EPS) totalizaram uma perda de euros 0,06.",neutral
"NetApp rebaixado por Macquarie para baixo.US $ 22,00 pt.https://t.co/xcngws0t4q $ tap #NTAP via @ratingsNetwork",negative
`` A Rússia está pronta para participar de um concurso aberto para a privatização de Lattlecom.,neutral
"Technopolis e o governo de São Petersburgo assinaram um memorando de cooperação em outubro de 2005 para estabelecer um parque techno na zona de produção de Neudorf, na vila de Strelny, nos subúrbios de São Petersburgo.",positive
Os proprietários que participaram das operações comerciais da empresa continuarão no emprego de Poyry após a transação.,neutral
O objetivo é garantir a lucratividade e a competitividade da empresa.,neutral
"No entanto, a empresa obteve seu lucro líquido pelo terceiro trimestre, para 1,4 milhão de euros, de 1,5 milhão de euros, pelo período correspondente de 2009.",negative
"O conselho da NESTE Oil propôs 1,00 EUR dividendo para o ano inteiro de 2007, em comparação com 0,90 EUR há um ano.",positive
Faturas de Basware Você será mesclado na empresa controladora durante o período fiscal atual.,neutral
"#Fintech Provedor $ CAFN Soluções financeiras Cachet Avançando hoje Post ganhos para cima +13,26% https://t.co/9bj3csk2i9 $ jkhy $ fisv #momo",positive
"Antes da instalação de Kemira, Nordalu produzia 3.500 toneladas de resíduos de alumínio líquido e sólido por ano.",neutral
"Ele é um contador fretado na Colúmbia Britânica e Alberta, bem como contador público certificado no estado de Washington.",neutral
"`Muito recomendável 'é o Nokian Z G2, de acordo com o` julgamento do ADAC' no último teste de pneu de verão da ADAC Associação Alemã da ADAC.",positive
"- O resultado do grupo - s antes dos impostos foi uma perda de 0,6 (+0,6) milhões de euros.",neutral
"- O fluxo de caixa das atividades operacionais antes dos investimentos foi de 0,8 a 1,2 milhão de euros.",neutral
A Viking Line cancelou alguns serviços.,negative
Exel está sediado em Mantyharju na Finlândia.,neutral
"O executivo -chefe da STORA, Jouko Karvinen, descreveu os aumentos tarifários russos como uma ameaça ao futuro da indústria de produtos florestais na Finlândia.",negative
"Depois do Barclays e Bank of America, o Citigroup tem blockchain à vista",positive
"O Google, Inc. completa a aquisição da ICOA, Inc. http://stks.co/nfei $ icoa $ goog",positive
"$ Tsla com boa aparência ... eu adoraria ver uma ação de base aqui, deixando o RSI respirar.http://stks.co/g1t7c",positive
"O fornecedor de sistemas de encanamento e sistemas de aquecimento finlandês das vendas líquidas de operações contínuas diminuíram 9,4 % em 2008 para 949,2 mn de euros, de 1.047,4 euros em 2007 em 2007.",neutral
"Este local faz do shopping um local conveniente para comprar consumidores de três grandes áreas residenciais nas proximidades: Jaroszowka, Wysockiego e Zgody.",positive
A companhia de seguros finlandesa Fennia e Kesko Group estão encerrando sua cooperação fiel ao cliente.,negative
"O invólucro compreende um membro da carcaça do primeiro lado fornecido com o primeiro segmento de IVA lateral e um segundo membro da carcaça lateral fornecida com o segundo segmento de IVA lateral, pelo menos o primeiro membro da carcaça lateral sendo giratório em torno de um eixo de rotação.",neutral
"A Elcoteq SE, com sede na Finlândia, fornecedora privada de serviços de fabricação de eletrônicos para empresas de comunicação, disse quinta-feira que assinou um acordo de fornecimento de fabricação de longo prazo com a empresa de equipamentos de comunicação Andrew Corp.",positive
"No primeiro trimestre de 2009, a receita de juros líquidos do Bank of +Àland enfraqueceu 10 %, para 9,1 mn de euros.",neutral
"O RBS paga US $ 1,7 bilhão para descartar os direitos de dividendos do Tesouro do Reino Unido",neutral
O aumento da confiança de nossos clientes no YIT pode ser visto como as vendas de apartamentos aceleradas.,positive
"A empresa de mineração da Talvivaara PLC Talvivaara Mining Company é um produtor de metais básicos significativo internacionalmente, com seu foco principal em níquel e zinco usando uma tecnologia conhecida como biohereração para extrair metais do minério.",neutral
Lucro operacional para 2009 mais baixo do que o Outlook publicado anteriormente.,neutral
Menos de dez pessoas enfrentarão acordos de pensão.,neutral
"O lucro operacional consolidado da Companhia totalizou 15,86 milhões de euros, acima dos 4,14 mN de euros ano a ano.",positive
"AstraZeneca para comprar Zs Pharma por US $ 2,7 bilhões",positive
"Grupo de Limpeia e Gerenciamento de Resíduos Finlandês Lassila & Tikanoja Oyj (L&T) O lucro líquido caiu para 32,2 mln euro (US $ 47,7 mln) para 2007 de 35,3 mln euro (US $ 52,3 mln) para 2006.",negative
"A margem operacional da Divisão de Cruzeiro e Ferries da Aker Yards caiu de 8,3 % para 6,4 % no primeiro trimestre de 2007.",neutral
"HELSINKI THOMSON Financial - As ações da Cargotec caíram acentuadamente no comércio do início da tarde depois que o grupo de manuseio de carga registrou uma queda surpresa nos lucros de abril -junho, que ofuscou o grande número de novos pedidos recebidos durante os três meses.",negative
A meta do programa é redução de custos estruturais de cerca de 30 milhões de euros em 2009.,positive
Nossas ferramentas são projetadas especificamente com as necessidades dos usuários comerciais e especialistas em TIC em mente.,neutral
"Ahlstrom Corporation Seppo Parvi, Distribuição do CFO: Mídia principal www.ahlstrom.com Ahlstrom Em breve Ahlstrom é um líder global no desenvolvimento, fabricação e marketing de artigos de não -wovens e especializados de alto desempenho.",neutral
"Antes da transação, cujos termos financeiros não foram divulgados, a Alma Media possuía 40 % da Kotikokki Net.",neutral
$ CTRP Não é um gráfico longo agora que é através da resistência ao SMA100.,positive
"Uma fusão entre a UPM e a STORA ENSO, finlandesa-sueca, também não é.",neutral
$ Hyg potencial continuação tendência em um gráfico de 60'-15'-4 'http://stks.co/t1qp6,positive
Peroni e Grolsch colocaram à venda como a AB InBev Planos Aquisição da SABMiller,positive
